id;gen;sp;ssp;group;en;rec;cnt;loc;lat;lng;alt;type;sex;stage;method;url;file;file-name;sono;osci;lic;q;length;time;date;uploaded;also;rmk;bird-seen;animal-seen;playback-used;temp;regnr;auto;dvc;mic;smp;secondes;minutes
921224;Anas;crecca;;birds;Eurasian Teal;Théo Hervé;France;Arrondissement de Meaux (near  Mouroux), Seine-et-Marne, Île-de-France;48.8276;3.0394;110;nocturnal flight call;;;field recording;//xeno-canto.org/921224;https://xeno-canto.org/921224/download;XC921224-2024_06_26-3h41-jardin-Mouroux-Sarcelle-d-hiver.wav;{'small': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/ffts/XC921224-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/ffts/XC921224-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/ffts/XC921224-large.png', 'full': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/ffts/XC921224-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/wave/XC921224-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/wave/XC921224-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/wave/XC921224-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:05;03:41;2024-06-26;2024-07-16;[];;no;no;no;;;yes;;;44100.0;5;0
883623;Anas;crecca;;birds;Eurasian Teal;Théo Hervé;France;Arrondissement de Meaux (near  Mouroux), Seine-et-Marne, Île-de-France;48.8276;3.0394;110;nocturnal flight call;;;field recording;//xeno-canto.org/883623;https://xeno-canto.org/883623/download;XC883623-2024_03_21-2h54-jardin-Mouroux-Sarcelle-d-hiver.wav;{'small': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/ffts/XC883623-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/ffts/XC883623-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/ffts/XC883623-large.png', 'full': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/ffts/XC883623-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/wave/XC883623-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/wave/XC883623-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/wave/XC883623-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:19;02:54;2024-03-21;2024-03-21;[];;no;no;no;;;yes;;;44100.0;19;0
879267;Anas;crecca;;birds;Eurasian Teal;Théo Hervé;France;Arrondissement de Meaux (near  Mouroux), Seine-et-Marne, Île-de-France;48.8276;3.0394;110;nocturnal flight call;;;field recording;//xeno-canto.org/879267;https://xeno-canto.org/879267/download;XC879267-2024_03_04-3h22-jardin-Mouroux-Sarcelle-d-hiver.wav;{'small': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/ffts/XC879267-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/ffts/XC879267-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/ffts/XC879267-large.png', 'full': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/ffts/XC879267-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/wave/XC879267-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/wave/XC879267-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KKLUGDGCDR/wave/XC879267-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:19;03:22;2024-03-04;2024-03-04;[];;no;no;no;;;yes;;;44100.0;19;0
464120;Anas;crecca;;birds;Eurasian Teal;Stanislas Wroza;France;Les Bréviaires, Yvelines, Île-de-France;48.7181;1.8306;170;alarm call, call, flight call;female, male;;field recording;//xeno-canto.org/464120;https://xeno-canto.org/464120/download;XC464120-Sarcelle d hiver couple vol +.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC464120-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC464120-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC464120-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC464120-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC464120-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC464120-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC464120-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:15;07:00;2019-03-30;2019-03-30;[];;yes;yes;no;;;no;;;44100.0;15;0
484893;Aythya;ferina;;birds;Common Pochard;Stanislas Wroza;France;Trappes, Yvelines, Île-de-France;48.7841;2.0079;160;begging call;;juvenile;field recording;//xeno-canto.org/484893;https://xeno-canto.org/484893/download;XC484893-Fuligule milouin quemandages.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC484893-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC484893-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC484893-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC484893-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC484893-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC484893-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC484893-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:13;10:00;2019-07-06;2019-07-06;[];;yes;yes;no;;;no;;;48000.0;13;0
484891;Aythya;ferina;;birds;Common Pochard;Stanislas Wroza;France;Trappes, Yvelines, Île-de-France;48.7841;2.0079;160;alarm call, call, flight call;female;juvenile;field recording;//xeno-canto.org/484891;https://xeno-canto.org/484891/download;XC484891-Fuligule milouin femelle cris d alarme +.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC484891-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC484891-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC484891-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC484891-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC484891-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC484891-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC484891-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:11;10:00;2019-07-06;2019-07-06;[];;yes;yes;no;;;no;;;48000.0;11;0
674188;Perdix;perdix;;birds;Grey Partridge;Stanislas Wroza;France;Davron, Yvelines, Île-de-France;48.8659;1.9428;110;call, flight call;;;field recording;//xeno-canto.org/674188;https://xeno-canto.org/674188/download;XC674188-Perdrix grise envol et cris ++.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC674188-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC674188-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC674188-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC674188-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC674188-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC674188-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC674188-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:13;07:30;2021-09-11;2021-09-13;[];;yes;yes;no;;;no;;;48000.0;13;0
547120;Perdix;perdix;;birds;Grey Partridge;Stanislas Wroza;France;Davron, Yvelines, Île-de-France;48.8659;1.9428;110;call, flight call, song, short call;;;field recording;//xeno-canto.org/547120;https://xeno-canto.org/547120/download;XC547120-Perdrix grise envol cris courts et chant +.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC547120-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC547120-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC547120-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC547120-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC547120-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC547120-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC547120-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:12;07:00;2020-04-18;2020-04-18;[];;yes;yes;no;;;no;;;48000.0;12;0
547119;Perdix;perdix;;birds;Grey Partridge;Stanislas Wroza;France;Davron, Yvelines, Île-de-France;48.8659;1.9428;110;call, flight call, song, grating call;;;field recording;//xeno-canto.org/547119;https://xeno-canto.org/547119/download;XC547119-Perdreix grise vol grattement et chant +.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC547119-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC547119-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC547119-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC547119-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC547119-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC547119-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC547119-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:15;07:00;2020-04-18;2020-04-18;[];;yes;yes;no;;;no;;;48000.0;15;0
543401;Perdix;perdix;;birds;Grey Partridge;Stanislas Wroza;France;Davron, Yvelines, Île-de-France;48.8604;1.9377;120;flight call;;;field recording;//xeno-canto.org/543401;https://xeno-canto.org/543401/download;XC543401-Perdrix grise cris de vol +.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC543401-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC543401-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC543401-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC543401-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC543401-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC543401-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC543401-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:11;07:00;2020-04-09;2020-04-09;[];;unknown;unknown;no;;;no;;;48000.0;11;0
386855;Syrmaticus;reevesii;;birds;Reeves's Pheasant;Stanislas Wroza;France;Auffargis, Yvelines, Île-de-France;48.6871;1.8866;180;flight call, flushed bird;;;field recording;//xeno-canto.org/386855;https://xeno-canto.org/386855/download;XC386855-faisan venere vol.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC386855-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC386855-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC386855-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC386855-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC386855-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC386855-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC386855-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:06;21:00;2017-09-17;2017-09-19;[];;yes;yes;no;;;no;;;48000.0;6;0
386854;Syrmaticus;reevesii;;birds;Reeves's Pheasant;Stanislas Wroza;France;Auffargis, Yvelines, Île-de-France;48.6871;1.8866;180;flight call, flushed bird in the night;;;field recording;//xeno-canto.org/386854;https://xeno-canto.org/386854/download;XC386854-faisan venere vol 2.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC386854-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC386854-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC386854-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC386854-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC386854-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC386854-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC386854-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:13;21:00;2017-09-17;2017-09-19;[];;yes;yes;no;;;no;;;48000.0;13;0
360690;Syrmaticus;reevesii;;birds;Reeves's Pheasant;Stanislas Wroza;France;Auffargis, Yvelines, Île-de-France;48.6744;1.9187;170;call;;;field recording;//xeno-canto.org/360690;https://xeno-canto.org/360690/download;XC360690-faisan venere cri.mp3;{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC360690-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC360690-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC360690-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/ffts/XC360690-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC360690-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC360690-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SDPCHKOHRH/wave/XC360690-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:07;09:00;2017-03-19;2017-03-21;[];;yes;yes;no;;;no;;;44100.0;7;0
695611;Coturnix;coturnix;;birds;Common Quail;Hurtrel;France;Arrondissement de Meaux (near  Dagny), Seine-et-Marne, Île-de-France;48.7169;3.1676;120;song;male;adult;field recording;//xeno-canto.org/695611;https://xeno-canto.org/695611/download;XC695611-Caille des blés.mp3;{'small': '//xeno-canto.org/sounds/uploaded/TWVTUMACRB/ffts/XC695611-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TWVTUMACRB/ffts/XC695611-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TWVTUMACRB/ffts/XC695611-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TWVTUMACRB/ffts/XC695611-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/TWVTUMACRB/wave/XC695611-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TWVTUMACRB/wave/XC695611-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TWVTUMACRB/wave/XC695611-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;0:09;09:00;2020-05-24;2022-01-05;[];Record with my phone;unknown;unknown;unknown;;;no;;;48000.0;9;0
